,question,answer
1120,乳児 ・ 1 歳 6 か月 歯科 ・ 3 歳 歯科 健 診 は 、 指定 の 保健 診 は あり ます か ?,乳児 ・ 1 歳 6 か月 歯科 ・ 3 歳児 健 診 は 、 指定 の 保健所 もしくは 保健 相談 所 を ご 利用 ください 。 日程 が 合わ ない 等 、 ご 事情 が ござい まし たら 、 指定 の 保健所 もしくは 保健 相談 所 へ お 電話 ください 。 [UNK] 連絡 先 AAA 保健 相談 所 :( 電話 番号 )/( 開 庁 時間 ) BBB 保健 相談 所 :( 電話 番号 )/( 開 庁 時間 ) CCC 保健 相談 所 :( 電話 番号 )/( 開 庁 時間 ) < 母乳 > ( 母乳 相談 を 行っ て いる 場合 は 記載 し て ください 。 ) 例 「 保健所 で 月 2 回 、 保健 相談 所 で 月 1 回 、 助産 師 が 授乳 に関する 相談 を 受け付け て い ます 。 生後 4 か月 まで の 乳児 の お母さん が 対象 です 。 予約 は いら ない ので 、 実施 日 に お 越し ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1121,1 歳 1 歳 6 か月 歯科 ・ 3 歳 歯科 健 診 は 、 指定 の 保健 診 は あり ます か ?,( 母乳 相談 を 行っ て いる 場合 は 記載 し て ください 。 ) 例 「 保健所 で 月 2 回 、 保健 相談 所 で 月 1 回 、 助産 師 が 授乳 に関する 相談 を 受け付け て い ます 。 生後 4 か月 まで の 乳児 の お母さん が 対象 です 。 予約 は いら ない ので 、 実施 日 に お 越し ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1122,子ども の 発達 や 育児 の 悩み を 相談 し たい 。,( 母乳 相談 を 行っ て いる 場合 は 記載 し て ください 。 ) 例 「 保健所 で 月 2 回 、 保健 相談 所 で 月 1 回 、 助産 師 が 授乳 に関する 相談 を 受け付け て い ます 。 生後 4 か月 まで の 乳児 の お母さん が 対象 です 。 予約 は いら ない ので 、 実施 日 に お 越し ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1123,子ども の 発達 や 育児 の 悩み を 相談 し たい 。,( 母乳 相談 を 行っ て いる 場合 は 記載 し て ください 。 ) 例 「 保健所 で 月 2 回 、 保健 相談 所 で 月 1 回 、 助産 師 が 授乳 に関する 相談 を 受け付け て い ます 。 生後 4 か月 まで の 乳児 の お母さん が 対象 です 。 予約 は いら ない ので 、 実施 日 に お 越し ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1124,子ども の 発達 や 育児 の 悩み を 相談 し たい 。,( 母乳 相談 を 行っ て いる 場合 は 記載 し て ください 。 ) 例 「 保健所 で 月 2 回 、 保健 相談 所 で 月 1 回 、 助産 師 が 授乳 に関する 相談 を 受け付け て い ます 。 生後 4 か月 まで の 乳児 の お母さん が 対象 です 。 予約 は いら ない ので 、 実施 日 に お 越し ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1125,子ども の 発達 や 育児 の 悩み を 相談 し たい 。,( 子ども の 発達 や 育児 の 悩み を 相談 できる 場所 等 について 記載 し て ください 。 ) 例 「 子ども 発達 相談 センター で は 、 お子さん の 発達 や 育児 の 不安 、 悩み の 相談 に 応じ て い ます 。 まずは 気軽 に 電話 で ご 相談 ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1126,子ども の 発達 や 育児 の 悩み を 相談 し たい 。,( 子ども の 発達 や 育児 の 悩み を 相談 できる 場所 等 について 記載 し て ください 。 ) 例 「 子ども 発達 相談 センター で は 、 お子さん の 発達 や 育児 の 不安 、 悩み の 相談 に 応じ て い ます 。 まずは 気軽 に 電話 で ご 相談 ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1127,子ども の 発達 や 育児 の 悩み を 相談 し たい 。,( 子ども の 発達 や 育児 の 悩み を 相談 できる 場所 等 について 記載 し て ください 。 ) 例 「 子ども 発達 相談 センター で は 、 お子さん の 発達 や 育児 の 不安 、 悩み の 相談 に 応じ て い ます 。 まずは 気軽 に 電話 で ご 相談 ください 。 [UNK] お 問い合わせ ( 自治体 の 担当 課 や 子育て センター 等 の 名称 ) ( 電話 番号 )/( 開 庁 時間 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1128,○ ○ 市内 の 私立 幼稚園 で 、 幼稚園 の 補助 金 の 申請 書 に は どの よう に 記入 すれ ば いい です か ?,現在 ○ ○ 市 に は × [UNK] 私立 小学校 数 ) 校 の 私立 小学校 が あり ます 。 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 幼稚園 > < 市内 > < 3 歳 > < クラス > ○ ○ 市内 の 私立 幼稚園 で は 、 ○ ○ 、 ● ● において 、 満 3 歳児 クラス が あり ます 。
1129,○ ○ 市内 の 私立 幼稚園 で 、 幼稚園 の 補助 金 の 申請 書 に は どの よう に 記入 すれ ば いい です か ?,現在 ○ ○ 市 に は × [UNK] 私立 小学校 数 ) 校 の 私立 小学校 が あり ます 。 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL ) < 幼稚園 > < 市内 > < 3 歳 > < クラス > ○ ○ 市内 の 私立 幼稚園 で は 、 ○ ○ 、 ● ● において 、 満 3 歳児 クラス が あり ます 。
1130,○ ○ 市 の 私立 幼稚園 で 、 幼稚園 の 補助 金 の 申請 書 に は どの よう に 記入 すれ ば いい です か ?,現在 ○ ○ 市 に は × [UNK] 私立 小学校 数 ) 校 の 私立 小学校 が あり ます 。 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1131,口座 名義 が 旧姓 です が 、 私立 幼稚園 の 補助 金 の 申請 書 に は どの よう に 記入 すれ ば いい です か ?,私立 幼稚園 の 補助 金 を 申請 する 際 、 口座 名義 が 旧姓 の 場合 は 、 同 一人物 と わかる よう 、 口座 名義 部分 だけ 旧姓 で 書い て いただき 、 備考 欄 に 「 旧姓 」 の 旨 ご 記入 ください 。
1132,口座 証明 書 について 教え て ください 。,私立 幼稚園 の 補助 金 について 、 1 月 1 日 に 住民 票 が ○ ○ 市 に ない 場合 の 税 の 証明 は 、 1 月 1 日 付 で 住民 票 の あっ た 前 の 自治体 で 税 の 証明 書 を 発行 し て ください 。 海外 に い た 場合 は 、 昨年 の 収入 証明 書 等 、 所得 が わかる 書類 を 添付 し て いただき ます 。
1133,申請 書 の 記入 について 教え て ください 。,5 月 末日 に ○ ○ 市 に 転入 し た 場合 の 私立 幼稚園 の 補助 金 は 、 5 月 から 翌年 3 月 まで は 1 日 が 基準 日 で ある ため 、 6 月 分 から ○ ○ 市 で の 補助 と なり ます 。 幼稚園 経由 で 申請 書 を ご 提出 ください 。 ただし 、 4 月 のみ 基準 日 は 末日 付 と なっ て い ます 。 < よう > < 口座 > < 申請 書 > < 名義 > < 記入 > < 旧姓 > 私立 幼稚園 の 補助 金 を 申請 する 際 、 口座 名義 が 旧姓 の 場合 は 、 同 一人物 と わかる よう 、 口座 名義 部分 だけ 旧姓 で 書い て いただき 、 備考 欄 に 「 旧姓 」 の 旨 ご 記入 ください 。
1134,1 月 1 日 に 住民 票 が ○ ○ 市 に 証明 書 が 取れる どちら に なり ます か ?,私立 幼稚園 の 補助 金 について 、 1 月 1 日 に 住民 票 が ○ ○ 市 に ない 場合 の 税 の 証明 は 、 1 月 1 日 付 で 住民 票 の あっ た 前 の 自治体 で 税 の 証明 書 を 発行 し て ください 。 海外 に い た 場合 は 、 昨年 の 収入 証明 書 等 、 所得 が わかる 書類 を 添付 し て いただき ます 。 < 口座 > < 振込 > < どちら > < 可能 > 私立 幼稚園 の 補助 金 の 振込 先 口座 は 、 申請 書 に 記載 さ れ て いる 保護 者 欄 が 一致 し て いれ ば 、 父 と 母 どちら でも 可能 です 。
1135,1 月 1 日 に 住民 票 が ○ ○ 市 に 証明 書 が 取れる どちら に なり ます か ?,私立 幼稚園 の 補助 金 について 、 1 月 1 日 に 住民 票 が ○ ○ 市 に ない 場合 の 税 の 証明 は 、 1 月 1 日 付 で 住民 票 の あっ た 前 の 自治体 で 税 の 証明 書 を 発行 し て ください 。 海外 に い た 場合 は 、 昨年 の 収入 証明 書 等 、 所得 が わかる 書類 を 添付 し て いただき ます 。 < 口座 > < 振込 > < どちら > < 可能 > 私立 幼稚園 の 補助 金 の 振込 先 口座 は 、 申請 書 に 記載 さ れ て いる 保護 者 欄 が 一致 し て いれ ば 、 父 と 母 どちら でも 可能 です 。
1136,1 月 1 日 に 住民 票 が ○ ○ 市 に 証明 書 が 取れる どちら に なり ます か ?,私立 幼稚園 の 補助 金 について 、 1 月 1 日 に 住民 票 が ○ ○ 市 に ない 場合 の 税 の 証明 は 、 1 月 1 日 付 で 住民 票 の あっ た 前 の 自治体 で 税 の 証明 書 を 発行 し て ください 。 海外 に い た 場合 は 、 昨年 の 収入 証明 書 等 、 所得 が わかる 書類 を 添付 し て いただき ます 。 < 口座 > < 振込 > < どちら > < 可能 > 私立 幼稚園 の 補助 金 の 振込 先 口座 は 、 申請 書 に 記載 さ れ て いる 保護 者 欄 が 一致 し て いれ ば 、 父 と 母 どちら でも 可能 です 。
1137,子ども ・ 子育て 支援 新 制度 について 教え て ください 。,子ども ・ 子育て 支援 新 制度 に 移行 し た 私立 幼稚園 は 、 私立 幼稚園 の 補助 金 の 支給 対象 外 と なり ます 。 補助 金 が 出 ない 代わり に 、 住民 税額 に 応じ て 市 が 保育 料 を 決定 し て おり 、 保護 者 の 負担 額 が 補助 金 制度 の 場合 と 比べ 、 差 が 出 ない よう な 金額 設定 に なっ て い ます 。 ○ 年 ○ 月 ○ 日 現在 で は 、 ○ ○ 市内 において 新 制度 に 移行 し て いる 園 は 、 × × 、 [UNK] [UNK] 、 ● ● と なっ て い ます 。
1138,どちら に 補助 金 の 振 落と が 可能 です か ?,私立 幼稚園 の 補助 金 の 振込 先 口座 は 、 申請 書 に 記載 さ れ て いる 保護 者 欄 が 一致 し て いれ ば 、 父 と 母 どちら でも 可能 です 。
1139,どちら に 補助 金 の 振 落と が 可能 です か ?,私立 幼稚園 の 補助 金 の 振込 先 口座 は 、 申請 書 に 記載 さ れ て いる 保護 者 欄 が 一致 し て いれ ば 、 父 と 母 どちら でも 可能 です 。
1140,インターナショナル スクール は 私立 幼稚園 の 補助 金 の 対象 と なら ない です か ?,インターナショナル スクール は 私立 幼稚園 の 補助 金 の 対象 と なり ませ ん 。 幼児 教育 振興 の 観点 から 、 学校 教育 法 により 認可 さ れ た 幼稚園 のみ が 対象 と なり ます 。 < 対象 者 > 私立 幼稚園 の 補助 金 の 対象 者 は 、 4 月 1 日 以降 、 園児 の 方 の 住民 票 が ○ ○ 市 に あり 、 学校 教育 法 により 認可 さ れ た 私立 幼稚園 に 通っ て いる こと が 要件 と なり ます 。
1141,インターナショナル スクール は 私立 幼稚園 の 補助 金 の 対象 と なら ない です か ?,インターナショナル スクール は 私立 幼稚園 の 補助 金 の 対象 と なり ませ ん 。 幼児 教育 振興 の 観点 から 、 学校 教育 法 により 認可 さ れ た 幼稚園 のみ が 対象 と なり ます 。 < 対象 者 > 私立 幼稚園 の 補助 金 の 対象 者 は 、 4 月 1 日 以降 、 園児 の 方 の 住民 票 が ○ ○ 市 に あり 、 学校 教育 法 により 認可 さ れ た 私立 幼稚園 に 通っ て いる こと が 要件 と なり ます 。
1142,インターナショナル スクール は 私立 幼稚園 の 補助 金 の 対象 と なら ない です か ?,インターナショナル スクール は 私立 幼稚園 の 補助 金 の 対象 と なり ませ ん 。 幼児 教育 振興 の 観点 から 、 学校 教育 法 により 認可 さ れ た 幼稚園 のみ が 対象 と なり ます 。 < 対象 者 > 私立 幼稚園 の 補助 金 の 対象 者 は 、 4 月 1 日 以降 、 園児 の 方 の 住民 票 が ○ ○ 市 に あり 、 学校 教育 法 により 認可 さ れ た 私立 幼稚園 に 通っ て いる こと が 要件 と なり ます 。
1143,申請 書 の 金額 を 教え て ください 。,私立 幼稚園 の 補助 金 の 申請 書 を 書き損じ て しまっ た 場合 、 訂正 印 不要 です 。 二 重 線 で 結構 です 。
1144,申請 書 の 金額 を 教え て ください 。,私立 幼稚園 の 補助 金 の 申請 書 を 書き損じ て しまっ た 場合 、 訂正 印 不要 です 。 二 重 線 で 結構 です 。
1145,申請 書 の 金額 を 教え て ください 。,私立 幼稚園 の 補助 金 の 申請 書 を 書き損じ て しまっ た 場合 、 訂正 印 不要 です 。 二 重 線 で 結構 です 。
1146,私立 幼稚園 の 補助 金 の 申請 書 を 書き 落と せ まし た 。,私立 幼稚園 の 補助 金 の 申請 書 を 書き損じ て しまっ た 場合 、 訂正 印 不要 です 。 二 重 線 で 結構 です 。
1147,私立 幼稚園 の 補助 金 の 金額 について 教え て ください 。,"私立 幼稚園 の 補助 金 の 金額 は 以下 の とおり です 。 入園 料 補助 金 は 40 , 000 円 が 支給 金額 です 。 保育 料 補助 金 は 、 月額 12 , 000 円 から 13 , 700 円 に 通園 し た 月数 を 掛け た 金額 が 支給 金額 です 。 就園 奨励 費 補助 金 は 、 年額 62 , 200 円 から 308 , 000 円 が 支給 金額 です 。 ※ 保育 料 補助 金 と 就園 奨励 費 補助 金 は 住民 税額 に 応じ て 支給 金額 が 異なり 、 所得 制限 が ある ため 、 住民 税額 によって は 、 保育 料 補助 金 と 就園 奨励 費 補助 金 の いずれ か 一方 の 補助 金 が 支給 対象 外 と なる 場合 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )"
1148,私立 幼稚園 の 補助 金 の 金額 について 教え て ください 。,"私立 幼稚園 の 補助 金 の 金額 は 以下 の とおり です 。 入園 料 補助 金 は 40 , 000 円 が 支給 金額 です 。 保育 料 補助 金 は 、 月額 12 , 000 円 から 13 , 700 円 に 通園 し た 月数 を 掛け た 金額 が 支給 金額 です 。 就園 奨励 費 補助 金 は 、 年額 62 , 200 円 から 308 , 000 円 が 支給 金額 です 。 ※ 保育 料 補助 金 と 就園 奨励 費 補助 金 は 住民 税額 に 応じ て 支給 金額 が 異なり 、 所得 制限 が ある ため 、 住民 税額 によって は 、 保育 料 補助 金 と 就園 奨励 費 補助 金 の いずれ か 一方 の 補助 金 が 支給 対象 外 と なる 場合 が あり ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )"
1149,軽自動車 税 の 納税 証明 書 を 取り たい 。,軽自動車 税 の 納税 証明 書 は 、 ( 申請 場所 ( 自治体 の 担当 課 、 支所 ・ 出張所 等 )) で 発行 し て い ます 。 申請 方法 等 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1150,軽自動車 税 の 納税 証明 書 を 取り たい 。,軽自動車 税 の 納税 証明 書 は 、 ( 申請 場所 ( 自治体 の 担当 課 、 支所 ・ 出張所 等 )) で 発行 し て い ます 。 申請 方法 等 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1151,軽自動車 税 の 納税 証明 書 を 取り たい 。,軽自動車 税 の 納税 証明 書 は 、 ( 申請 場所 ( 自治体 の 担当 課 、 支所 ・ 出張所 等 )) で 発行 し て い ます 。 申請 方法 等 、 詳しく は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1152,○ ○ 市 の ( 育児 学級 等 ) について 教え て ください 。,( 育児 学級 等 の 説明 を 記載 し て ください 。 ) 例 「 育児 学級 は 、 乳児 の お母さん を 対象 と し た 学級 で 、 前期 ( 4 ~ 6 か月 ) と 後期 ( 9 ~ 12 か月 ) に 分け て 開講 し て い ます 。 離乳食 や むし歯 予防 、 事故 予防 について 学び ます 。 [UNK] 日時 、 持ち物 等 、 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1153,出産 後 、 育児 を 手伝っ て くれる サービス は あり ます か ?,( 該当 する サービス が ある 場合 は 記載 し て ください 。 ) 例 「 子ども 家庭 支援 センター の 育児 支援 ヘルパー 派遣 事業 「 にっこり お母さん 」 を ご 案内 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1154,( ふた ご 育児 の 集い 等 ) について 教え て ください 。,( ふた ご 育児 の 集い 等 を 行っ て いる 場合 は 記載 し て ください 。 ) 例 「 多胎 児 の お母さん を 対象 に 、 月 1 回 、 ふた ご 育児 の 集い を ○ ○ 保健 相談 所 で 開催 し て い ます 。 多胎 児 ならでは の 悩み を 話し たり 、 情報 交換 を する ため の 集い です 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )」
1155,( 自治体 出身 の アスリート 等 ) さん について 教え て ください,( 自治体 出身 の アスリート 等 ) さん は 、 ( 当該 アスリート 等 の 経歴 ・ 入賞 歴 等 を 記載 し て ください )。 < イベント > < 実施 > < 健康 > ○ ○ 市 が 行っ て いる 健康 づくり の イベント です 。 ( 自治体 が 実施 する 健康 イベント 等 の 説明 を 記載 し て ください 。 ) < コミュニティ バス > ( 自治体 の コミュニティ バス ) は ○ ○ 市 の コミュニティ バス です 。 現在 ○ つ の ルート が あり ます 。 気軽 に ご 利用 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1156,( 自治体 出身 の アスリート 等 ) さん について 教え て ください,( 自治体 出身 の アスリート 等 ) さん は 、 ( 当該 アスリート 等 の 経歴 ・ 入賞 歴 等 を 記載 し て ください )。 < イベント > < 実施 > < 健康 > ○ ○ 市 が 行っ て いる 健康 づくり の イベント です 。 ( 自治体 が 実施 する 健康 イベント 等 の 説明 を 記載 し て ください 。 ) < コミュニティ バス > ( 自治体 の コミュニティ バス ) は ○ ○ 市 の コミュニティ バス です 。 現在 ○ つ の ルート が あり ます 。 気軽 に ご 利用 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1157,( 自治体 の コミュニティ バス の ルート ) の 経路 図 を 見 たい 。,( 自治体 の コミュニティ バス ) は ○ ○ 市 の コミュニティ バス です 。 現在 ○ つ の ルート が あり ます 。 気軽 に ご 利用 ください 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < ルート > < 経路 > ( 自治体 の コミュニティ バス の ルート ) の 経路 図 は こちら です 。 ( 自治体 HP 内 関連 ページ の URL )
1158,( 自治体 の コミュニティ バス の 時刻 回収 を 見 たい 。,( 自治体 の コミュニティ バス の ルート ) の 経路 図 は こちら です 。 ( 自治体 HP 内 関連 ページ の URL ) < 時刻 表 > ( 自治体 の コミュニティ バス ) の 時刻 表 について は こちら で ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1159,( 自治体 の コミュニティ バス の ルート 等 ) の 申し込み 図 を 教え て ください 。,( 自治体 の コミュニティ バス の ルート ) の 経路 図 は こちら です 。 ( 自治体 HP 内 関連 ページ の URL ) < 時刻 表 > ( 自治体 の コミュニティ バス ) の 時刻 表 について は こちら で ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1160,( 自治体 の コミュニティ バス の 時刻 回収 を 見 たい 。,( 自治体 の コミュニティ バス の ルート ) の 経路 図 は こちら です 。 ( 自治体 HP 内 関連 ページ の URL ) < 時刻 表 > ( 自治体 の コミュニティ バス ) の 時刻 表 について は こちら で ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1161,( 自治体 が 定める 基本 計画 ・ 基本 構想 等 ) について 教え て ください 。,( 自治体 で 実施 さ れ て いる 子ども 食堂 の 名称 ) と は 、 ( 子ども 食堂 の 説明 を 記載 し て ください )。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1162,( 自治体 が 定める 基本 計画 ・ 基本 構想 等 ) について 教え て ください 。,( 自治体 で 実施 さ れ て いる 子ども 食堂 の 名称 ) と は 、 ( 子ども 食堂 の 説明 を 記載 し て ください )。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1163,( 自治体 が 定める 基本 計画 ・ 基本 構想 等 ) について 教え て ください 。,市 で は 、 出産 時 の 経済 的 負担 を 軽減 する ため 、 ( 自治体 の 行う 出産 助成 ) を 実施 し て い ます 。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1164,( 自治体 で 実施 さ れ て いる 子ども 食堂 ・ 基本 構想 等 ) について 教え て ください 。,( 自治体 で 実施 さ れ て いる 子ども 食堂 の 名称 ) と は 、 ( 子ども 食堂 の 説明 を 記載 し て ください )。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 基本 > < 構想 > < 基本 計画 > ( 自治体 が 定める 基本 計画 ・ 基本 構想 等 の 説明 を 記載 し て ください 。 ) 例 「 基本 構想 と は 、 これから の ○ ○ 市 が どんな こと を 大切 に し 、 どんな 方向 へ 進ん で ゆこ う と し て いる の か 、 その お おもと と なる 考え方 の こと です 。 ○ ○ 市 で は 20 年 後 の 市 の 未来 像 を 「~~~」 と し た 新た な 基本 構想 を ○ 年 ○ 月 に 策定 し まし た 。 」 )
1165,( 自治体 で 実施 さ れ て いる 子ども 食 講習 会 等 ) について 教え て ください 。,( 自治体 で 実施 さ れ て いる 子ども 食堂 の 名称 ) と は 、 ( 子ども 食堂 の 説明 を 記載 し て ください )。 [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1166,( 自治体 が 開催 する 幼児 食 講習 会 等 ) について 教え て ください 。,( 自治体 が 開催 する 幼児 食 講習 会 等 ) は 、 ○ 月
1167,( 自治体 が 開催 する 幼児 食 講習 会 等 ) について 教え て ください 。,( 自治体 が 開催 する 幼児 食 講習 会 等 ) は 、 ○ 月 ○ 日 (○) に 行わ れ ます 。 時間 :○:○~○:○ 場所 :○○○○○ 持ち物 :○○○○○ [UNK] 申し込み は こちら ( 電話 番号 )/( 開 庁 時間 )
1168,( 自治体 が 開催 する 幼児 食 講習 会 等 ) について 教え て ください 。,( 自治体 が 開催 する 親子 教室 等 の 説明 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL ) < 開催 > < 幼児 > < 講習 会 > ( 自治体 が 開催 する 幼児 食 講習 会 等 ) は 、 ○ 月 ○ 日 (○) に 行わ れ ます 。 時間 :○:○~○:○ 場所 :○○○○○ 持ち物 :○○○○○ [UNK] 申し込み は こちら ( 電話 番号 )/( 開 庁 時間 )
1169,( 自治体 が 開催 する 親子 教室 等 ) について 教え て ください 。,( 自治体 が 開催 する 親子 教室 等 の 説明 を 記載 し て ください 。 ) [UNK] 詳しく は こちら ( 自治体 HP 内 関連 ページ の URL )
1170,自転車 放置 禁止 区域 について 教え て ください 。,自転車 放置 禁止 区域 について は こちら で ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1171,自転車 放置 禁止 区域 について 教え て ください 。,自転車 放置 禁止 区域 について は こちら で ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1172,自転車 放置 禁止 区域 について 教え て ください 。,自転車 放置 禁止 区域 について は こちら で ご 確認 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1173,( 観光 名所 等 ) について 教え て ください 。,( 観光 名所 等 の 説明 を 記載 し て ください 。 ) 例 「 渋谷 駅 ハチ公 口 に は ハチ公 の 銅像 が 飾ら れ て い ます 。 ハチ公 は 大正 時代 、 飼い主 が 亡くなっ た の を 知ら ず 、 毎日 渋谷 駅前 で 帰り を 待っ て い た そう です 。 」
1174,( 観光 名所 等 ) について 教え て ください 。,( 観光 名所 等 の 説明 を 記載 し て ください 。 ) 例 「 渋谷 駅 ハチ公 口 に は ハチ公 の 銅像 が 飾ら れ て い ます 。 ハチ公 は 大正 時代 、 飼い主 が 亡くなっ た の を 知ら ず 、 毎日 渋谷 駅前 で 帰り を 待っ て い た そう です 。 」
1175,( 観光 名所 等 ) について 教え て ください 。,( 観光 名所 等 の 説明 を 記載 し て ください 。 ) 例 「 渋谷 駅 ハチ公 口 に は ハチ公 の 銅像 が 飾ら れ て い ます 。 ハチ公 は 大正 時代 、 飼い主 が 亡くなっ た の を 知ら ず 、 毎日 渋谷 駅前 で 帰り を 待っ て い た そう です 。 」
1176,○ ○ 市 の 観光 情報 を 教え て ください 。,○ ○ 市 の 観光 情報 は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1177,○ ○ 市 の 観光 情報 を 教え て ください 。,○ ○ 市 の 観光 情報 は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1178,○ ○ 市 の 観光 情報 を 教え て ください 。,○ ○ 市 の 観光 情報 は こちら を ご覧 ください 。 ( 自治体 HP 内 関連 ページ の URL )
1179,復職 の 証明 書 について 教え て ください 。,復職 証明 書 は 勤務 先 が 、 産前 産後 休暇 ・ 育児 休業 期間 を 終了 し 、 復職 し て いる こと を 証明 する もの です 。 復職 証明 書 の 書式 は 以下 から ダウンロード が でき ます 。 ( 自治体 HP 内 関連 ページ の URL )
1180,復職 の 証明 書 について 教え て ください 。,復職 証明 書 は 勤務 先 が 、 産前 産後 休暇 ・ 育児 休業 期間 を 終了 し 、 復職 し て いる こと を 証明 する もの です 。 復職 証明 書 の 書式 は 以下 から ダウンロード が でき ます 。 ( 自治体 HP 内 関連 ページ の URL )
1181,復職 の 証明 書 について 教え て ください 。,復職 証明 書 は 勤務 先 が 、 産前 産後 休暇 ・ 育児 休業 期間 を 終了 し 、 復職 し て いる こと を 証明 する もの です 。 復職 証明 書 の 書式 は 以下 から ダウンロード が でき ます 。 ( 自治体 HP 内 関連 ページ の URL )
1182,認可 外 保育 施設 について 教え て ください 。,認可 外 保育 施設 と は 認可 を 受け ず に 運営 する 保育 施設 の こと です 。 市 が 設置 し 、 民間 事業 者 に 運営 を 委託 し て いる 認可 外 保育 施設 に 市立 保育 室 が あり ます 。 市立 保育 室 は 市立 ・ 私立 保育園 に 申し込み を 行ない 、 待機 児童 と なっ た 人 のみ を 対象 と し て い ます 。 [UNK] 市立 保育 室 ( 自治体 HP 内 関連 ページ の URL ) その他 の 認可 外 保育 施設 の 一覧 について は こちら を ご覧 ください 。 [UNK] 認可 外 保育 施設 一覧 表 ( 自治体 HP 内 関連 ページ の URL )
1183,認可 外 保育 施設 について 教え て ください 。,認可 外 保育 施設 と は 認可 を 受け ず に 運営 する 保育 施設 の こと です 。 市 が 設置 し 、 民間 事業 者 に 運営 を 委託 し て いる 認可 外 保育 施設 に 市立 保育 室 が あり ます 。 市立 保育 室 は 市立 ・ 私立 保育園 に 申し込み を 行ない 、 待機 児童 と なっ た 人 のみ を 対象 と し て い ます 。 [UNK] 市立 保育 室 ( 自治体 HP 内 関連 ページ の URL ) その他 の 認可 外 保育 施設 の 一覧 について は こちら を ご覧 ください 。 [UNK] 認可 外 保育 施設 一覧 表 ( 自治体 HP 内 関連 ページ の URL )
1184,認可 外 保育 施設 について 教え て ください 。,認可 外 保育 施設 と は 認可 を 受け ず に 運営 する 保育 施設 の こと です 。 市 が 設置 し 、 民間 事業 者 に 運営 を 委託 し て いる 認可 外 保育 施設 に 市立 保育 室 が あり ます 。 市立 保育 室 は 市立 ・ 私立 保育園 に 申し込み を 行ない 、 待機 児童 と なっ た 人 のみ を 対象 と し て い ます 。 [UNK] 市立 保育 室 ( 自治体 HP 内 関連 ページ の URL ) その他 の 認可 外 保育 施設 の 一覧 について は こちら を ご覧 ください 。 [UNK] 認可 外 保育 施設 一覧 表 ( 自治体 HP 内 関連 ページ の URL )
